timestamp,mode,franka_x,franka_y,franka_z,vx,vy,vz,wz,pwm1,pwm2,pwm3,sm_x,sm_y,sm_z,sm_yaw,btn0,btn_other
2026-08-23 21:42:50.038338,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:50.089102,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:50.140060,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:50.190910,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:50.241875,franka,0.46320,0.09510,0.44140,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:50.292805,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0629,0.0000,0.0000,0,0
2026-08-23 21:42:50.343668,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.1029,0.0000,-0.0143,0,0
2026-08-23 21:42:50.394536,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.1029,0.0000,-0.0143,0,0
2026-08-23 21:42:50.445504,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0600,0.4914,0.0000,-0.2200,0,0
2026-08-23 21:42:50.496232,franka,0.46320,0.09510,0.44141,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0771,0.8086,-0.0657,-0.3371,0,0
2026-08-23 21:42:50.547109,franka,0.46320,0.09557,0.44141,0.00000,0.02757,0.00000,0.00000,7.00,21.00,0.00,0.0514,0.7114,-0.0457,-0.2971,0,0
2026-08-23 21:42:50.598006,franka,0.46321,0.09705,0.44146,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.648909,franka,0.46318,0.09869,0.44142,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.699957,franka,0.46319,0.10016,0.44142,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.751143,franka,0.46319,0.10162,0.44144,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.802280,franka,0.46319,0.10319,0.44143,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.853238,franka,0.46319,0.10468,0.44143,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.904165,franka,0.46319,0.10620,0.44143,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:50.954933,franka,0.46319,0.10767,0.44144,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:51.006060,franka,0.46320,0.10921,0.44144,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0257,0.6114,-0.0200,-0.2571,0,0
2026-08-23 21:42:51.057130,franka,0.46319,0.11076,0.44143,0.00000,0.02932,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0400,0.0000,-0.0714,0,0
2026-08-23 21:42:51.108127,franka,0.46319,0.11150,0.44146,0.00000,0.00006,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0400,0.0000,-0.0714,0,0
2026-08-23 21:42:51.159113,franka,0.46319,0.11149,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0400,0.0000,-0.0714,0,0
2026-08-23 21:42:51.209994,franka,0.46321,0.11144,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0400,0.0000,-0.0714,0,0
2026-08-23 21:42:51.260688,franka,0.46319,0.11148,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0400,0.0000,-0.0714,0,0
2026-08-23 21:42:51.311354,franka,0.46320,0.11148,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0400,0.0000,-0.0714,0,0
2026-08-23 21:42:51.362181,franka,0.46319,0.11148,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0829,0.0000,-0.0600,0,0
2026-08-23 21:42:51.413117,franka,0.46320,0.11148,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0829,0.0000,-0.0600,0,0
2026-08-23 21:42:51.463902,franka,0.46320,0.11147,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0371,0.1886,0.0000,-0.1114,0,0
2026-08-23 21:42:51.514965,franka,0.46319,0.11149,0.44144,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.1086,0.6086,-0.0629,-0.2714,0,0
2026-08-23 21:42:51.565979,franka,0.46320,0.11147,0.44144,0.00000,0.00292,0.00000,0.00000,7.00,21.00,0.00,0.1314,0.7429,-0.0857,-0.2943,0,0
2026-08-23 21:42:51.617230,franka,0.46322,0.11227,0.44144,0.00000,0.02999,0.00000,0.00000,7.00,21.00,0.00,0.1286,0.7143,-0.0829,-0.2914,0,0
2026-08-23 21:42:51.668075,franka,0.46319,0.11390,0.44144,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.1229,0.6686,-0.0714,-0.2771,0,0
2026-08-23 21:42:51.719148,franka,0.46319,0.11545,0.44143,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0829,0.5200,-0.0200,-0.2286,0,0
2026-08-23 21:42:51.770176,franka,0.46320,0.11688,0.44144,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0743,0.4657,-0.0114,-0.2143,0,0
2026-08-23 21:42:51.821163,franka,0.46318,0.11848,0.44143,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0600,0.4114,0.0000,-0.1971,0,0
2026-08-23 21:42:51.871986,franka,0.46319,0.11998,0.44141,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0600,0.4114,0.0000,-0.1971,0,0
2026-08-23 21:42:51.922954,franka,0.46320,0.12145,0.44142,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0600,0.4114,0.0000,-0.1971,0,0
2026-08-23 21:42:51.973721,franka,0.46319,0.12299,0.44143,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0600,0.4114,0.0000,-0.1971,0,0
2026-08-23 21:42:52.024534,franka,0.46319,0.12451,0.44144,0.00000,0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,0.2943,0.0000,-0.1543,0,0
2026-08-23 21:42:52.075374,franka,0.46319,0.12605,0.44144,0.00000,0.02828,0.00000,0.00000,7.00,21.00,0.00,0.0057,0.1086,0.0000,-0.0714,0,0
2026-08-23 21:42:52.126114,franka,0.46318,0.12674,0.44145,0.00000,0.00002,0.00000,0.00000,7.00,21.00,0.00,0.0029,0.0343,0.0000,-0.0314,0,0
2026-08-23 21:42:52.177124,franka,0.46320,0.12669,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,-0.0229,0,0
2026-08-23 21:42:52.228243,franka,0.46321,0.12667,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,-0.0229,0,0
2026-08-23 21:42:52.279553,franka,0.46319,0.12673,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.330679,franka,0.46320,0.12670,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.381681,franka,0.46320,0.12672,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.432481,franka,0.46320,0.12671,0.44145,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.483440,franka,0.46320,0.12670,0.44145,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.534377,franka,0.46319,0.12672,0.44145,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.585092,franka,0.46320,0.12670,0.44145,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.636231,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.687204,franka,0.46319,0.12673,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.738169,franka,0.46320,0.12670,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.789132,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.840062,franka,0.46320,0.12672,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.891093,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.942469,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:52.993824,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.045208,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.096632,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.148181,franka,0.46320,0.12672,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.199344,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.250394,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.301228,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.351931,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.403029,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.454266,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.505591,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.557095,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.608419,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.659856,franka,0.46320,0.12672,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.711004,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.762402,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.813778,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.865140,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.916221,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:53.967190,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.018293,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.069299,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.120338,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.171362,franka,0.46320,0.12671,0.44145,0.00000,0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.222018,franka,0.46320,0.12668,0.44145,0.00000,-0.00612,0.00000,0.00000,7.00,21.00,0.00,0.0657,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.272828,franka,0.46319,0.12581,0.44145,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.323619,franka,0.46321,0.12420,0.44144,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.374477,franka,0.46321,0.12264,0.44145,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.425311,franka,0.46319,0.12121,0.44141,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.476073,franka,0.46321,0.11963,0.44141,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.527003,franka,0.46321,0.11814,0.44143,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0371,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:54.577914,franka,0.46320,0.11664,0.44143,0.00000,-0.03000,0.00000,0.00000,7.00,21.00,0.00,0.0000,-0.0086,0.0000,0.0000,0,0
2026-08-23 21:42:54.629114,franka,0.46321,0.11554,0.44142,0.00000,-0.00568,0.00000,0.00000,7.00,21.00,0.00,0.0000,-0.0114,0.0000,0.0000,0,0
2026-08-23 21:42:54.680103,franka,0.46323,0.11543,0.44144,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,-0.0114,0.0000,0.0000,0,0
2026-08-23 21:42:54.731269,franka,0.46319,0.11556,0.44142,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0000,-0.0343,0.0000,0.0000,0,0
2026-08-23 21:42:54.782651,franka,0.46321,0.11550,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.833673,franka,0.46321,0.11549,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.884316,franka,0.46321,0.11549,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.935130,franka,0.46321,0.11548,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:54.986122,franka,0.46321,0.11552,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:55.036962,franka,0.46321,0.11548,0.44144,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:55.088026,franka,0.46321,0.11549,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:55.138968,franka,0.46321,0.11551,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:55.189842,franka,0.46321,0.11548,0.44144,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:55.240834,franka,0.46321,0.11550,0.44143,0.00000,-0.00000,0.00000,0.00000,7.00,21.00,0.00,0.0086,0.0000,0.0000,0.0000,0,0
2026-08-23 21:42:55.291971,franka,0.46321,0.11550,0.44144,0.00000,-0.00231,0.00000,0.00000,7.00,21.00,0.00,0.2143,-1.0000,-0.1200,0.0000,0,0
2026-08-23 21:42:55.343187,franka,0.46320,0.11470,0.44144,0.00172,-0.02924,0.00000,0.00000,7.00,21.00,0.00,0.2086,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:55.394308,franka,0.46390,0.11345,0.44146,0.02121,-0.02121,0.00000,0.00000,7.00,21.00,0.00,0.2086,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:55.445230,franka,0.46498,0.11233,0.44142,0.02121,-0.02121,0.00000,0.00000,7.00,21.00,0.00,0.2086,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:55.496333,franka,0.46605,0.11133,0.44136,0.02121,-0.02121,0.00000,0.00000,7.00,21.00,0.00,0.2086,-1.0000,-0.1314,0.0000,0,0
2026-08-23 21:42:55.547244,franka,0.46714,0.11022,0.44144,0.02121,-0.02121,0.00000,0.00000,7.00,21.00,0.00,0.2086,-1.0000,-0.1314,0.0000,0,0
