t,raw_x,raw_y,raw_yaw,raw_z_btn,vx,vy,vz,wz
3.6509,-0.0600,1.0000,-0.0286,0,0.00000,0.05000,0.00000,0.00000
3.7009,-0.0629,1.0000,-0.0286,0,0.00000,0.05000,0.00000,0.00000
3.7510,-0.0629,1.0000,-0.0286,0,0.00000,0.05000,0.00000,0.00000
3.8010,-0.0629,1.0000,-0.0286,0,0.00000,0.05000,0.00000,0.00000
3.8510,-0.0771,1.0000,-0.0257,0,0.00000,0.05000,0.00000,0.00000
3.9010,-0.0771,1.0000,-0.0171,0,0.00000,0.05000,0.00000,0.00000
3.9510,-0.0829,1.0000,-0.0086,0,0.00000,0.05000,0.00000,0.00000
4.0010,-0.0886,1.0000,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.0510,-0.0886,1.0000,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.1010,-0.0857,1.0000,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.1510,-0.0886,1.0000,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.2010,-0.0943,0.9829,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.2510,-0.1057,0.9686,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.3010,-0.0914,0.9514,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.3510,-0.0857,0.9343,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.4011,-0.0829,0.9029,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.4511,-0.0800,0.8629,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.5011,-0.0829,0.8314,0.0000,0,0.00000,0.05000,0.00000,0.00000
4.5511,-0.0829,0.7657,0.0000,0,0.00000,0.04748,0.00000,0.00000
4.6011,-0.0743,0.7057,0.0000,0,0.00000,0.04307,0.00000,0.00000
4.6511,-0.0686,0.6486,0.0000,0,0.00000,0.03887,0.00000,0.00000
4.7011,-0.0629,0.6029,0.0000,0,0.00000,0.03550,0.00000,0.00000
4.7511,-0.0600,0.5657,0.0000,0,0.00000,0.03277,0.00000,0.00000
4.8011,-0.0629,0.4800,0.0000,0,0.00000,0.02647,0.00000,0.00000
4.8511,-0.0429,0.4114,0.0000,0,0.00000,0.02143,0.00000,0.00000
4.9011,-0.0400,0.3629,0.0000,0,0.00000,0.01786,0.00000,0.00000
4.9511,-0.0171,0.2714,0.0000,0,0.00000,0.01113,0.00000,0.00000
5.0011,-0.0200,0.2057,0.0000,0,0.00000,0.00630,0.00000,0.00000
5.0511,-0.0143,0.1629,0.0000,0,0.00000,0.00315,0.00000,0.00000
5.1011,0.0000,0.1200,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.1512,0.0000,0.0629,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.2012,0.0000,0.0371,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.2512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.3012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.3512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.4012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.4512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.5012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.5512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.6012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.6512,0.0000,0.0029,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.7012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.7512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.8012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.8512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.9012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
5.9513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.0013,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.0513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.1013,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.1513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.2013,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.2513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.3013,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.3513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.4013,0.0000,-0.0400,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.4513,0.0000,-0.0743,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.5013,0.0000,-0.1143,0.0000,0,0.00000,0.00000,0.00000,0.00000
6.5513,0.0000,-0.1543,0.0000,0,0.00000,-0.00252,0.00000,0.00000
6.6013,0.0000,-0.2057,0.0000,0,0.00000,-0.00630,0.00000,0.00000
6.6513,0.0000,-0.2743,0.0000,0,0.00000,-0.01134,0.00000,0.00000
6.7013,0.0000,-0.2914,0.0000,0,0.00000,-0.01261,0.00000,0.00000
6.7514,0.0000,-0.3429,0.0000,0,0.00000,-0.01639,0.00000,0.00000
6.8014,0.0000,-0.3771,0.0000,0,0.00000,-0.01891,0.00000,0.00000
6.8514,0.0000,-0.3800,0.0000,0,0.00000,-0.01912,0.00000,0.00000
6.9014,0.0000,-0.3943,0.0000,0,0.00000,-0.02017,0.00000,0.00000
6.9514,0.0000,-0.4057,0.0000,0,0.00000,-0.02101,0.00000,0.00000
7.0014,0.0000,-0.4057,0.0000,0,0.00000,-0.02101,0.00000,0.00000
7.0514,0.0000,-0.4314,0.0000,0,0.00000,-0.02290,0.00000,0.00000
7.1014,0.0000,-0.4429,0.0000,0,0.00000,-0.02374,0.00000,0.00000
7.1514,0.0000,-0.4629,0.0000,0,0.00000,-0.02521,0.00000,0.00000
7.2014,0.0000,-0.4857,0.0000,0,0.00000,-0.02689,0.00000,0.00000
7.2514,0.0000,-0.5171,0.0000,0,0.00000,-0.02920,0.00000,0.00000
7.3014,0.0000,-0.5229,0.0000,0,0.00000,-0.02962,0.00000,0.00000
7.3514,0.0000,-0.5229,0.0000,0,0.00000,-0.02962,0.00000,0.00000
7.4014,0.0000,-0.5229,0.0000,0,0.00000,-0.02962,0.00000,0.00000
7.4515,0.0000,-0.5371,0.0000,0,0.00000,-0.03067,0.00000,0.00000
7.5015,0.0000,-0.5457,0.0000,0,0.00000,-0.03130,0.00000,0.00000
7.5515,0.0000,-0.5629,0.0000,0,0.00000,-0.03256,0.00000,0.00000
7.6015,0.0000,-0.5771,0.0000,0,0.00000,-0.03361,0.00000,0.00000
7.6515,0.0000,-0.6000,0.0000,0,0.00000,-0.03529,0.00000,0.00000
7.7015,0.0000,-0.6229,0.0000,0,0.00000,-0.03697,0.00000,0.00000
7.7515,0.0000,-0.6286,0.0000,0,0.00000,-0.03739,0.00000,0.00000
7.8015,0.0000,-0.6886,0.0000,0,0.00000,-0.04181,0.00000,0.00000
7.8515,0.0000,-0.7257,0.0000,0,0.00000,-0.04454,0.00000,0.00000
7.9015,0.0000,-0.7943,0.0000,0,0.00000,-0.04958,0.00000,0.00000
7.9515,0.0000,-0.8429,0.0000,0,0.00000,-0.05000,0.00000,0.00000
8.0015,0.0000,-0.8857,-0.0029,0,0.00000,-0.05000,0.00000,0.00000
8.0515,0.0000,-0.9629,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
8.1015,0.0000,-0.9943,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
8.1515,0.0000,-1.0000,-0.0400,0,0.00000,-0.05000,0.00000,0.00000
8.2015,0.0000,-1.0000,-0.0429,0,0.00000,-0.05000,0.00000,0.00000
8.2516,0.0000,-1.0000,-0.0486,0,0.00000,-0.05000,0.00000,0.00000
8.3016,0.0000,-1.0000,-0.0429,0,0.00000,-0.05000,0.00000,0.00000
8.3516,0.0000,-1.0000,-0.0429,0,0.00000,-0.05000,0.00000,0.00000
8.4016,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.4516,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
8.5016,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
8.5516,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
8.6016,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
8.6516,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.7017,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.7517,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.8017,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.8517,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.9017,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
8.9517,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
9.0017,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
9.0517,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
9.1017,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
9.1517,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
9.2017,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
9.2517,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
9.3017,0.0000,-1.0000,-0.0314,0,0.00000,-0.05000,0.00000,0.00000
9.3517,0.0000,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
9.4017,0.0000,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
9.4517,0.0000,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
9.5017,0.0000,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
9.5517,0.0000,-1.0000,-0.0200,0,0.00000,-0.05000,0.00000,0.00000
9.6018,0.0000,-1.0000,-0.0171,0,0.00000,-0.05000,0.00000,0.00000
9.6518,0.0000,-1.0000,-0.0171,0,0.00000,-0.05000,0.00000,0.00000
9.7018,0.0000,-1.0000,-0.0171,0,0.00000,-0.05000,0.00000,0.00000
9.7518,0.0000,-1.0000,-0.0200,0,0.00000,-0.05000,0.00000,0.00000
9.8018,0.0000,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
9.8518,0.0000,-1.0000,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
9.9018,0.0000,-0.9971,-0.0343,0,0.00000,-0.05000,0.00000,0.00000
9.9518,0.0000,-0.8371,-0.0200,0,0.00000,-0.05000,0.00000,0.00000
10.0018,0.0000,-0.7457,0.0000,0,0.00000,-0.04601,0.00000,0.00000
10.0518,0.0000,-0.6457,0.0000,0,0.00000,-0.03866,0.00000,0.00000
10.1018,0.0000,-0.5429,0.0000,0,0.00000,-0.03109,0.00000,0.00000
10.1518,0.0000,-0.4143,0.0000,0,0.00000,-0.02164,0.00000,0.00000
10.2018,0.0000,-0.3343,0.0000,0,0.00000,-0.01576,0.00000,0.00000
10.2518,0.0000,-0.2571,0.0000,0,0.00000,-0.01008,0.00000,0.00000
10.3018,0.0000,-0.1857,0.0000,0,0.00000,-0.00483,0.00000,0.00000
10.3518,0.0000,-0.1171,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.4018,0.0000,-0.0943,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.4519,0.0000,-0.0543,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.5019,0.0000,-0.0286,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.5519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.6019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.6519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.7019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.7519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.8019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.8519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.9019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
10.9519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.0019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.0519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.1019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.1519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.2019,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.2520,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.3020,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.3520,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.4020,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.4520,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.5020,0.0000,0.0000,0.0057,0,0.00000,0.00000,0.00000,0.00000
11.5520,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.6020,0.0000,-0.0143,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.6520,0.0000,-0.0314,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.7020,0.0000,-0.0743,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.7520,0.0000,-0.0029,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.8020,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.8520,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.9020,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
11.9521,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
12.0021,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
12.0521,0.0000,-0.0229,0.0000,0,0.00000,0.00000,0.00000,0.00000
12.1021,0.0000,-0.0743,0.0000,0,0.00000,0.00000,0.00000,0.00000
12.1521,0.0000,-0.1171,0.0000,0,0.00000,0.00000,0.00000,0.00000
12.2021,0.0000,-0.1486,0.0000,0,0.00000,-0.00210,0.00000,0.00000
12.2521,0.0029,-0.2514,0.0000,0,0.00000,-0.00966,0.00000,0.00000
12.3021,0.0143,-0.3257,0.0000,0,0.00000,-0.01513,0.00000,0.00000
12.3521,0.0343,-0.3771,0.0000,0,0.00000,-0.01891,0.00000,0.00000
12.4021,0.0457,-0.4343,0.0000,0,0.00000,-0.02311,0.00000,0.00000
12.4521,0.0600,-0.4914,0.0000,0,0.00000,-0.02731,0.00000,0.00000
12.5021,0.0657,-0.5029,0.0000,0,0.00000,-0.02815,0.00000,0.00000
12.5521,0.0657,-0.4914,0.0000,0,0.00000,-0.02731,0.00000,0.00000
12.6021,0.0629,-0.4886,0.0000,0,0.00000,-0.02710,0.00000,0.00000
12.6521,0.0571,-0.4686,0.0000,0,0.00000,-0.02563,0.00000,0.00000
12.7021,0.0543,-0.4571,0.0000,0,0.00000,-0.02479,0.00000,0.00000
12.7521,0.0514,-0.4571,0.0000,0,0.00000,-0.02479,0.00000,0.00000
12.8021,0.0514,-0.4629,0.0000,0,0.00000,-0.02521,0.00000,0.00000
12.8521,0.0514,-0.4686,0.0000,0,0.00000,-0.02563,0.00000,0.00000
12.9021,0.0514,-0.4686,0.0000,0,0.00000,-0.02563,0.00000,0.00000
12.9522,0.0486,-0.4771,0.0000,0,0.00000,-0.02626,0.00000,0.00000
13.0022,0.0486,-0.4800,0.0000,0,0.00000,-0.02647,0.00000,0.00000
13.0522,0.0486,-0.4886,0.0000,0,0.00000,-0.02710,0.00000,0.00000
13.1022,0.0514,-0.4914,0.0000,0,0.00000,-0.02731,0.00000,0.00000
13.1522,0.0514,-0.4943,0.0000,0,0.00000,-0.02752,0.00000,0.00000
13.2022,0.0514,-0.5057,0.0000,0,0.00000,-0.02836,0.00000,0.00000
13.2522,0.0514,-0.5400,0.0000,0,0.00000,-0.03088,0.00000,0.00000
13.3022,0.0543,-0.5686,0.0000,0,0.00000,-0.03298,0.00000,0.00000
13.3522,0.0571,-0.5800,0.0000,0,0.00000,-0.03382,0.00000,0.00000
13.4022,0.0629,-0.6257,0.0000,0,0.00000,-0.03718,0.00000,0.00000
13.4522,0.0629,-0.6657,0.0000,0,0.00000,-0.04013,0.00000,0.00000
13.5022,0.0686,-0.6886,0.0000,0,0.00000,-0.04181,0.00000,0.00000
13.5522,0.0743,-0.7543,0.0000,0,0.00000,-0.04664,0.00000,0.00000
13.6022,0.0771,-0.7886,0.0000,0,0.00000,-0.04916,0.00000,0.00000
13.6522,0.0771,-0.8229,0.0000,0,0.00000,-0.05000,0.00000,0.00000
13.7023,0.0857,-0.9143,-0.0029,0,0.00000,-0.05000,0.00000,0.00000
13.7523,0.0943,-0.9171,0.0000,0,0.00000,-0.05000,0.00000,0.00000
13.8023,0.0971,-0.9143,0.0000,0,0.00000,-0.05000,0.00000,0.00000
13.8523,0.0971,-0.9429,0.0000,0,0.00000,-0.05000,0.00000,0.00000
13.9023,0.0971,-0.9543,-0.0029,0,0.00000,-0.05000,0.00000,0.00000
13.9523,0.0943,-0.9800,-0.0057,0,0.00000,-0.05000,0.00000,0.00000
14.0023,0.0943,-1.0000,-0.0086,0,0.00000,-0.05000,0.00000,0.00000
14.0523,0.0943,-1.0000,-0.0200,0,0.00000,-0.05000,0.00000,0.00000
14.1023,0.0914,-1.0000,-0.0229,0,0.00000,-0.05000,0.00000,0.00000
14.1523,0.0800,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
14.2023,0.0800,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
14.2524,0.0771,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
14.3024,0.0771,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
14.3524,0.0800,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
14.4024,0.0771,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
14.4524,0.0771,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
14.5024,0.0771,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
14.5524,0.0800,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
14.6024,0.0857,-1.0000,-0.0286,0,0.00000,-0.05000,0.00000,0.00000
14.6524,0.0914,-1.0000,-0.0257,0,0.00000,-0.05000,0.00000,0.00000
14.7024,0.0943,-0.8743,-0.0057,0,0.00000,-0.05000,0.00000,0.00000
14.7524,0.0971,-0.6914,0.0000,0,0.00000,-0.04202,0.00000,0.00000
14.8024,0.0943,-0.5343,0.0000,0,0.00000,-0.03046,0.00000,0.00000
14.8524,0.0400,-0.3543,0.0000,0,0.00000,-0.01723,0.00000,0.00000
14.9024,0.0000,-0.2086,0.0000,0,0.00000,-0.00651,0.00000,0.00000
14.9524,0.0000,-0.0886,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.0024,0.0000,-0.0086,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.0525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.1025,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.1525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.2025,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.2525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.3025,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.3525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.4025,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.4525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.5025,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.5525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.6025,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.6525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.7025,0.0000,0.0000,0.0029,0,0.00000,0.00000,0.00000,0.00000
15.7525,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.8025,0.0000,0.0114,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.8526,0.0000,0.0543,0.0000,0,0.00000,0.00000,0.00000,0.00000
15.9026,0.0000,0.1429,0.0000,0,0.00000,0.00168,0.00000,0.00000
15.9526,0.0000,0.2057,-0.0171,0,0.00000,0.00630,0.00000,0.00000
16.0026,0.0000,0.2543,-0.0371,0,0.00000,0.00987,0.00000,0.00000
