t,raw_x,raw_y,raw_yaw,raw_z_btn,vx,vy,vz,wz,act_vx,act_vy,act_vz,act_wz
4.8011,-0.0057,0.5600,0.0000,0,0.00000,0.03235,0.00000,0.00000,0.00000,0.04225,0.00000,0.00000
4.8512,0.0000,0.1857,0.0000,0,0.00000,0.00483,0.00000,0.00000,0.00000,0.03026,0.00000,0.00000
4.9012,0.0000,0.0114,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00504,0.00000,0.00000
4.9512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00042,0.00000,0.00000
5.0012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00042,0.00000,0.00000
5.0512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.1012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.1512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.2012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.2512,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.3012,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.3513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.4013,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.4513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.5013,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.5513,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.6013,0.0000,-0.0171,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.6513,0.0000,-0.0829,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.7013,0.0000,-0.1229,0.0000,0,0.00000,-0.00021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
5.7513,0.0000,-0.1514,0.0000,0,0.00000,-0.00231,0.00000,0.00000,0.00000,-0.00068,0.00000,0.00000
5.8013,0.0000,-0.1771,0.0000,0,0.00000,-0.00420,0.00000,0.00000,0.00000,-0.00231,0.00000,0.00000
5.8513,0.0000,-0.2229,0.0000,0,0.00000,-0.00756,0.00000,0.00000,0.00000,-0.00546,0.00000,0.00000
5.9013,0.0000,-0.2429,0.0000,0,0.00000,-0.00903,0.00000,0.00000,0.00000,-0.00756,0.00000,0.00000
5.9513,0.0000,-0.2800,0.0000,0,0.00000,-0.01176,0.00000,0.00000,0.00000,-0.01029,0.00000,0.00000
6.0013,0.0000,-0.2914,0.0000,0,0.00000,-0.01261,0.00000,0.00000,0.00000,-0.01188,0.00000,0.00000
6.0513,0.0000,-0.3114,0.0000,0,0.00000,-0.01408,0.00000,0.00000,0.00000,-0.01261,0.00000,0.00000
6.1014,0.0000,-0.3057,0.0000,0,0.00000,-0.01366,0.00000,0.00000,0.00000,-0.01261,0.00000,0.00000
6.1514,0.0000,-0.3000,0.0000,0,0.00000,-0.01324,0.00000,0.00000,0.00000,-0.01331,0.00000,0.00000
6.2014,0.0000,-0.2914,0.0000,0,0.00000,-0.01261,0.00000,0.00000,0.00000,-0.01345,0.00000,0.00000
6.2514,0.0000,-0.3000,0.0000,0,0.00000,-0.01324,0.00000,0.00000,0.00000,-0.01345,0.00000,0.00000
6.3014,0.0029,-0.2971,0.0000,0,0.00000,-0.01303,0.00000,0.00000,0.00000,-0.01308,0.00000,0.00000
6.3514,0.0029,-0.3029,0.0000,0,0.00000,-0.01345,0.00000,0.00000,0.00000,-0.01303,0.00000,0.00000
6.4014,0.0086,-0.3114,0.0000,0,0.00000,-0.01408,0.00000,0.00000,0.00000,-0.01303,0.00000,0.00000
6.4514,0.0086,-0.3200,0.0000,0,0.00000,-0.01471,0.00000,0.00000,0.00000,-0.01431,0.00000,0.00000
6.5014,0.0114,-0.3229,0.0000,0,0.00000,-0.01492,0.00000,0.00000,0.00000,-0.01471,0.00000,0.00000
6.5514,0.0143,-0.3400,0.0000,0,0.00000,-0.01618,0.00000,0.00000,0.00000,-0.01471,0.00000,0.00000
6.6014,0.0171,-0.3343,0.0000,0,0.00000,-0.01576,0.00000,0.00000,0.00000,-0.01557,0.00000,0.00000
6.6514,0.0171,-0.3429,0.0000,0,0.00000,-0.01639,0.00000,0.00000,0.00000,-0.01576,0.00000,0.00000
6.7014,0.0143,-0.3486,0.0000,0,0.00000,-0.01681,0.00000,0.00000,0.00000,-0.01576,0.00000,0.00000
6.7514,0.0171,-0.3486,0.0000,0,0.00000,-0.01681,0.00000,0.00000,0.00000,-0.01662,0.00000,0.00000
6.8014,0.0200,-0.3657,0.0000,0,0.00000,-0.01807,0.00000,0.00000,0.00000,-0.01681,0.00000,0.00000
6.8514,0.0200,-0.3800,0.0000,0,0.00000,-0.01912,0.00000,0.00000,0.00000,-0.01882,0.00000,0.00000
6.9015,0.0229,-0.3857,0.0000,0,0.00000,-0.01954,0.00000,0.00000,0.00000,-0.01891,0.00000,0.00000
6.9515,0.0229,-0.3971,0.0000,0,0.00000,-0.02038,0.00000,0.00000,0.00000,-0.01891,0.00000,0.00000
7.0015,0.0286,-0.4229,0.0000,0,0.00000,-0.02227,0.00000,0.00000,0.00000,-0.02143,0.00000,0.00000
7.0515,0.0343,-0.4771,0.0000,0,0.00000,-0.02626,0.00000,0.00000,0.00000,-0.02521,0.00000,0.00000
7.1015,0.0429,-0.5886,0.0000,0,0.00000,-0.03445,0.00000,0.00000,0.00000,-0.03172,0.00000,0.00000
7.1515,0.0571,-0.6943,0.0086,0,0.00000,-0.04223,0.00000,0.00000,0.00000,-0.03865,0.00000,0.00000
7.2015,0.0686,-0.7543,0.0171,0,0.00000,-0.04664,0.00000,0.00000,0.00000,-0.04412,0.00000,0.00000
7.2515,0.0800,-0.8600,0.0314,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.3015,0.0857,-0.8971,0.0429,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.3515,0.0886,-0.9686,0.0486,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.4015,0.0886,-0.9943,0.0514,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.4515,0.0971,-1.0000,0.0371,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.5015,0.1029,-1.0000,0.0314,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.5515,0.1057,-1.0000,0.0286,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.6015,0.1086,-1.0000,0.0171,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.6516,0.1143,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.7016,0.1143,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.7516,0.1171,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.8016,0.1171,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.8516,0.1143,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.9016,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
7.9516,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.0016,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.0516,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.1016,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.1516,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.2016,0.1114,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.2516,0.1086,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.3016,0.1086,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.3517,0.1086,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.4017,0.1086,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.4517,0.1086,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.5017,0.1086,-1.0000,0.0086,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.5517,0.1086,-1.0000,0.0086,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.6017,0.1086,-1.0000,0.0086,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.6517,0.1086,-1.0000,0.0086,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.7017,0.1057,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.7517,0.1057,-1.0000,0.0114,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.8017,0.1029,-1.0000,0.0143,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.8517,0.1000,-1.0000,0.0143,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.9017,0.1000,-1.0000,0.0171,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
8.9517,0.0943,-1.0000,0.0171,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
9.0017,0.0943,-1.0000,0.0171,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
9.0518,0.0914,-1.0000,0.0200,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
9.1018,0.0829,-1.0000,0.0257,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
9.1518,0.0886,-0.9114,0.0371,0,0.00000,-0.05000,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
9.2018,0.0371,-0.5686,0.0000,0,0.00000,-0.03298,0.00000,0.00000,0.00000,-0.05000,0.00000,0.00000
9.2518,0.0000,-0.2543,0.0000,0,0.00000,-0.00987,0.00000,0.00000,0.00000,-0.03673,0.00000,0.00000
9.3018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00423,0.00000,0.00000
9.3518,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000
9.4018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.4518,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.5018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.5518,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.6018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.6518,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.7018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.7518,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.8018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.8518,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.9018,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
9.9519,0.0000,0.0000,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10.0019,0.0000,0.0629,0.0000,0,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10.0519,0.0000,0.1486,0.0000,0,0.00000,0.00210,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
10.1019,0.0000,0.2543,0.0000,0,0.00000,0.00987,0.00000,0.00000,0.00000,0.00630,0.00000,0.00000
10.1519,0.0000,0.2971,0.0000,0,0.00000,0.01303,0.00000,0.00000,0.00000,0.01071,0.00000,0.00000
10.2019,0.0000,0.3371,0.0000,0,0.00000,0.01597,0.00000,0.00000,0.00000,0.01366,0.00000,0.00000
10.2519,0.0000,0.3743,0.0000,0,0.00000,0.01870,0.00000,0.00000,0.00000,0.01702,0.00000,0.00000
10.3019,0.0000,0.3971,0.0000,0,0.00000,0.02038,0.00000,0.00000,0.00000,0.01996,0.00000,0.00000
10.3519,0.0000,0.4000,0.0000,0,0.00000,0.02059,0.00000,0.00000,0.00000,0.01996,0.00000,0.00000
10.4019,0.0000,0.4171,0.0000,0,0.00000,0.02185,0.00000,0.00000,0.00000,0.01996,0.00000,0.00000
10.4519,0.0000,0.4229,0.0000,0,0.00000,0.02227,0.00000,0.00000,0.00000,0.02206,0.00000,0.00000
10.5019,0.0000,0.4314,-0.0029,0,0.00000,0.02290,0.00000,0.00000,0.00000,0.02206,0.00000,0.00000
10.5519,0.0000,0.4400,-0.0086,0,0.00000,0.02353,0.00000,0.00000,0.00000,0.02206,0.00000,0.00000
10.6019,0.0000,0.4457,-0.0086,0,0.00000,0.02395,0.00000,0.00000,0.00000,0.02353,0.00000,0.00000
10.6520,0.0000,0.4543,-0.0057,0,0.00000,0.02458,0.00000,0.00000,0.00000,0.02353,0.00000,0.00000
10.7020,0.0000,0.4629,-0.0057,0,0.00000,0.02521,0.00000,0.00000,0.00000,0.02353,0.00000,0.00000
10.7520,0.0000,0.4629,-0.0057,0,0.00000,0.02521,0.00000,0.00000,0.00000,0.02521,0.00000,0.00000
10.8020,0.0000,0.4686,-0.0057,0,0.00000,0.02563,0.00000,0.00000,0.00000,0.02521,0.00000,0.00000
10.8520,0.0000,0.4743,-0.0057,0,0.00000,0.02605,0.00000,0.00000,0.00000,0.02521,0.00000,0.00000
10.9020,0.0000,0.4743,-0.0057,0,0.00000,0.02605,0.00000,0.00000,0.00000,0.02605,0.00000,0.00000
